"Action","VariantIndex","Key","TypeName","Value"
"AssaultSkillFailure","9","KNOCKBACK.STRENGTH","System.Int32","0"
"AssaultSkillFailure","10","KNOCKBACK.STRENGTH","System.Int32","0"
"ModeChange","1","KNOCKBACK.STRENGTH","System.Int32","4"
"ModeChange","1","DAMAGEDOWN.FIXED_PERCENT","Project.ValuePermille","300"
"ModeChange","1","DAMAGEDOWN.DURATION","System.Single","0.02"
"ModeChange","1","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"ModeChange","1","ABNORMAL.DURATION","System.Single","60"
"ModeChange","1","HELLFIRE.TARGET_COUNT","System.Int32","1"
"ModeChange","2","KNOCKBACK.STRENGTH","System.Int32","4"
"ModeChange","2","DAMAGEDOWN.FIXED_PERCENT","Project.ValuePermille","300"
"ModeChange","2","DAMAGEDOWN.DURATION","System.Single","0.02"
"ModeChange","2","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"ModeChange","2","ABNORMAL.DURATION","System.Single","60"
"ModeChange","2","HELLFIRE.TARGET_COUNT","System.Int32","1"
"ModeChange","3","KNOCKBACK.STRENGTH","System.Int32","4"
"ModeChange","3","DAMAGEDOWN.FIXED_PERCENT","Project.ValuePermille","300"
"ModeChange","3","DAMAGEDOWN.DURATION","System.Single","0.02"
"ModeChange","3","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"ModeChange","3","ABNORMAL.DURATION","System.Single","60"
"ModeChange","3","HELLFIRE.TARGET_COUNT","System.Int32","1"
"ModeChange","4","KNOCKBACK.STRENGTH","System.Int32","4"
"ModeChange","4","DAMAGEDOWN.FIXED_PERCENT","Project.ValuePermille","300"
"ModeChange","4","DAMAGEDOWN.DURATION","System.Single","0.02"
"ModeChange","4","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"ModeChange","4","ABNORMAL.DURATION","System.Single","60"
"ModeChange","4","HELLFIRE.TARGET_COUNT","System.Int32","1"
"ModeChange","5","KNOCKBACK.STRENGTH","System.Int32","4"
"ModeChange","5","DAMAGEDOWN.FIXED_PERCENT","Project.ValuePermille","300"
"ModeChange","5","DAMAGEDOWN.DURATION","System.Single","0.02"
"ModeChange","5","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"ModeChange","5","ABNORMAL.DURATION","System.Single","60"
"ModeChange","5","HELLFIRE.TARGET_COUNT","System.Int32","1"
"ModeChange","6","KNOCKBACK.STRENGTH","System.Int32","4"
"ModeChange","6","DAMAGEDOWN.FIXED_PERCENT","Project.ValuePermille","300"
"ModeChange","6","DAMAGEDOWN.DURATION","System.Single","0.02"
"ModeChange","6","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"ModeChange","6","ABNORMAL.DURATION","System.Single","60"
"ModeChange","6","HELLFIRE.TARGET_COUNT","System.Int32","1"
"ModeChange","7","KNOCKBACK.STRENGTH","System.Int32","4"
"ModeChange","7","DAMAGEDOWN.FIXED_PERCENT","Project.ValuePermille","300"
"ModeChange","7","DAMAGEDOWN.DURATION","System.Single","0.02"
"ModeChange","7","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"ModeChange","7","ABNORMAL.DURATION","System.Single","60"
"ModeChange","7","HELLFIRE.TARGET_COUNT","System.Int32","1"
"ModeChange","8","KNOCKBACK.STRENGTH","System.Int32","4"
"ModeChange","8","DAMAGEDOWN.FIXED_PERCENT","Project.ValuePermille","300"
"ModeChange","8","DAMAGEDOWN.DURATION","System.Single","0.02"
"ModeChange","8","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"ModeChange","8","ABNORMAL.DURATION","System.Single","60"
"ModeChange","8","HELLFIRE.TARGET_COUNT","System.Int32","1"
"ModeChange","9","KNOCKBACK.STRENGTH","System.Int32","4"
"ModeChange","9","DAMAGEDOWN.FIXED_PERCENT","Project.ValuePermille","300"
"ModeChange","9","DAMAGEDOWN.DURATION","System.Single","0.02"
"ModeChange","9","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"ModeChange","9","ABNORMAL.DURATION","System.Single","60"
"ModeChange","9","HELLFIRE.TARGET_COUNT","System.Int32","1"
"ModeChange","10","KNOCKBACK.STRENGTH","System.Int32","4"
"ModeChange","10","DAMAGEDOWN.FIXED_PERCENT","Project.ValuePermille","300"
"ModeChange","10","DAMAGEDOWN.DURATION","System.Single","0.02"
"ModeChange","10","ABNORMAL.APPLY_PROBABILITY","Project.ValuePermille","1000"
"ModeChange","10","ABNORMAL.DURATION","System.Single","60"
"ModeChange","10","HELLFIRE.TARGET_COUNT","System.Int32","1"
