"id","ability_no","ability_awake_level","level","description","awake_description"
"1008223","10082","2","3","HPが50%以下になったとき、自身に最大HP【{10%}】分の回復（クエスト中1回まで） / ダメージを受けたとき、【30%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1008224","10082","2","4","HPが50%以下になったとき、自身に最大HP【{13%}】分の回復（クエスト中1回まで） / ダメージを受けたとき、【30%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1008225","10082","2","5","HPが50%以下になったとき、自身に最大HP【{19%}】分の回復（クエスト中1回まで） / ダメージを受けたとき、【30%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1008226","10082","2","6","HPが50%以下になったとき、自身に最大HP【{22%}】分の回復（クエスト中1回まで） / ダメージを受けたとき、【30%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1008227","10082","2","7","HPが50%以下になったとき、自身に最大HP【{25%}】分の回復（クエスト中1回まで） / ダメージを受けたとき、【30%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1008228","10082","2","8","HPが50%以下になったとき、自身に最大HP【{31%}】分の回復（クエスト中1回まで） / ダメージを受けたとき、【30%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1008229","10082","2","9","HPが50%以下になったとき、自身に最大HP【{34%}】分の回復（クエスト中1回まで） / ダメージを受けたとき、【30%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1008230","10082","2","10","HPが50%以下になったとき、自身に最大HP【{40%}】分の回復（クエスト中1回まで） / ダメージを受けたとき、【30%】の確率で自身に紋章：情熱を【1】付与","30秒に1回、自身に紋章：情熱を【{2}】付与"
"1008301","10083","0","1","自身の回避率が【{15%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与",""
"1008302","10083","0","2","自身の回避率が【{15.8%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与",""
"1008303","10083","0","3","自身の回避率が【{16.6%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与",""
"1008304","10083","0","4","自身の回避率が【{17.5%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与",""
"1008305","10083","0","5","自身の回避率が【{19.1%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与",""
"1008306","10083","0","6","自身の回避率が【{20%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与",""
"1008307","10083","0","7","自身の回避率が【{20.8%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与",""
"1008308","10083","0","8","自身の回避率が【{22.5%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与",""
"1008309","10083","0","9","自身の回避率が【{23.3%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与",""
"1008310","10083","0","10","自身の回避率が【{25%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与",""
"1008311","10083","1","1","自身の回避率が【{15%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1008312","10083","1","2","自身の回避率が【{15.8%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1008313","10083","1","3","自身の回避率が【{16.6%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1008314","10083","1","4","自身の回避率が【{17.5%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1008315","10083","1","5","自身の回避率が【{19.1%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1008316","10083","1","6","自身の回避率が【{20%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1008317","10083","1","7","自身の回避率が【{20.8%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1008318","10083","1","8","自身の回避率が【{22.5%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1008319","10083","1","9","自身の回避率が【{23.3%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1008320","10083","1","10","自身の回避率が【{25%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{5%}】上昇"
"1008321","10083","2","1","自身の回避率が【{15%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1008322","10083","2","2","自身の回避率が【{15.8%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1008323","10083","2","3","自身の回避率が【{16.6%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1008324","10083","2","4","自身の回避率が【{17.5%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1008325","10083","2","5","自身の回避率が【{19.1%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1008326","10083","2","6","自身の回避率が【{20%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1008327","10083","2","7","自身の回避率が【{20.8%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1008328","10083","2","8","自身の回避率が【{22.5%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1008329","10083","2","9","自身の回避率が【{23.3%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1008330","10083","2","10","自身の回避率が【{25%}】上昇
【発動条件】回避時
【効果】自身に紋章：衝撃を【1】付与","自身の攻撃力と防御力と最大HPが【{9.5%}】上昇"
"1008401","10084","0","1","自身の攻撃力が【{4%}】上昇",""
"1008402","10084","0","2","自身の攻撃力が【{7%}】上昇",""
"1008403","10084","0","3","自身の攻撃力が【{10%}】上昇",""
"1008404","10084","0","4","自身の攻撃力が【{13%}】上昇",""
"1008405","10084","0","5","自身の攻撃力が【{19%}】上昇",""
"1008406","10084","0","6","自身の攻撃力が【{22%}】上昇",""
"1008407","10084","0","7","自身の攻撃力が【{25%}】上昇",""
"1008408","10084","0","8","自身の攻撃力が【{31%}】上昇",""
"1008409","10084","0","9","自身の攻撃力が【{34%}】上昇",""
"1008410","10084","0","10","自身の攻撃力が【{40%}】上昇",""
"1008411","10084","1","1","自身の攻撃力が【{4%}】上昇","自身の回避率が【{16.6％}】上昇"
"1008412","10084","1","2","自身の攻撃力が【{7%}】上昇","自身の回避率が【{16.6％}】上昇"
"1008413","10084","1","3","自身の攻撃力が【{10%}】上昇","自身の回避率が【{16.6％}】上昇"
"1008414","10084","1","4","自身の攻撃力が【{13%}】上昇","自身の回避率が【{16.6％}】上昇"
"1008415","10084","1","5","自身の攻撃力が【{19%}】上昇","自身の回避率が【{16.6％}】上昇"
"1008416","10084","1","6","自身の攻撃力が【{22%}】上昇","自身の回避率が【{16.6％}】上昇"
"1008417","10084","1","7","自身の攻撃力が【{25%}】上昇","自身の回避率が【{16.6％}】上昇"
"1008418","10084","1","8","自身の攻撃力が【{31%}】上昇","自身の回避率が【{16.6％}】上昇"
"1008419","10084","1","9","自身の攻撃力が【{34%}】上昇","自身の回避率が【{16.6％}】上昇"
"1008420","10084","1","10","自身の攻撃力が【{40%}】上昇","自身の回避率が【{16.6％}】上昇"
"1008421","10084","2","1","自身の攻撃力が【{4%}】上昇","自身の回避率が【{19.1％}】上昇"
"1008422","10084","2","2","自身の攻撃力が【{7%}】上昇","自身の回避率が【{19.1％}】上昇"
"1008423","10084","2","3","自身の攻撃力が【{10%}】上昇","自身の回避率が【{19.1％}】上昇"
"1008424","10084","2","4","自身の攻撃力が【{13%}】上昇","自身の回避率が【{19.1％}】上昇"
"1008425","10084","2","5","自身の攻撃力が【{19%}】上昇","自身の回避率が【{19.1％}】上昇"
"1008426","10084","2","6","自身の攻撃力が【{22%}】上昇","自身の回避率が【{19.1％}】上昇"
"1008427","10084","2","7","自身の攻撃力が【{25%}】上昇","自身の回避率が【{19.1％}】上昇"
"1008428","10084","2","8","自身の攻撃力が【{31%}】上昇","自身の回避率が【{19.1％}】上昇"
"1008429","10084","2","9","自身の攻撃力が【{34%}】上昇","自身の回避率が【{19.1％}】上昇"
"1008430","10084","2","10","自身の攻撃力が【{40%}】上昇","自身の回避率が【{19.1％}】上昇"
"1008501","10085","0","1","自身の会心率が【{15%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）",""
"1008502","10085","0","2","自身の会心率が【{15.8%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）",""
"1008503","10085","0","3","自身の会心率が【{16.6%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）",""
"1008504","10085","0","4","自身の会心率が【{17.5%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）",""
"1008505","10085","0","5","自身の会心率が【{19.1%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）",""
"1008506","10085","0","6","自身の会心率が【{20%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）",""
"1008507","10085","0","7","自身の会心率が【{20.8%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）",""
"1008508","10085","0","8","自身の会心率が【{22.5%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）",""
"1008509","10085","0","9","自身の会心率が【{23.3%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）",""
"1008510","10085","0","10","自身の会心率が【{25%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）",""
"1008511","10085","1","1","自身の会心率が【{15%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{4}】付与（クエスト中1回まで）"
"1008512","10085","1","2","自身の会心率が【{15.8%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{4}】付与（クエスト中1回まで）"
"1008513","10085","1","3","自身の会心率が【{16.6%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{4}】付与（クエスト中1回まで）"
"1008514","10085","1","4","自身の会心率が【{17.5%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{4}】付与（クエスト中1回まで）"
"1008515","10085","1","5","自身の会心率が【{19.1%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{4}】付与（クエスト中1回まで）"
"1008516","10085","1","6","自身の会心率が【{20%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{4}】付与（クエスト中1回まで）"
"1008517","10085","1","7","自身の会心率が【{20.8%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{4}】付与（クエスト中1回まで）"
"1008518","10085","1","8","自身の会心率が【{22.5%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{4}】付与（クエスト中1回まで）"
"1008519","10085","1","9","自身の会心率が【{23.3%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{4}】付与（クエスト中1回まで）"
"1008520","10085","1","10","自身の会心率が【{25%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{4}】付与（クエスト中1回まで）"
"1008521","10085","2","1","自身の会心率が【{15%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{8}】付与（クエスト中1回まで）"
"1008522","10085","2","2","自身の会心率が【{15.8%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{8}】付与（クエスト中1回まで）"
"1008523","10085","2","3","自身の会心率が【{16.6%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{8}】付与（クエスト中1回まで）"
"1008524","10085","2","4","自身の会心率が【{17.5%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{8}】付与（クエスト中1回まで）"
"1008525","10085","2","5","自身の会心率が【{19.1%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{8}】付与（クエスト中1回まで）"
"1008526","10085","2","6","自身の会心率が【{20%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{8}】付与（クエスト中1回まで）"
"1008527","10085","2","7","自身の会心率が【{20.8%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{8}】付与（クエスト中1回まで）"
"1008528","10085","2","8","自身の会心率が【{22.5%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{8}】付与（クエスト中1回まで）"
"1008529","10085","2","9","自身の会心率が【{23.3%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{8}】付与（クエスト中1回まで）"
"1008530","10085","2","10","自身の会心率が【{25%}】上昇 / バトル開始時、自身に紋章：衝撃を【1】付与（クエスト中1回まで）","バトル開始時、自身に紋章：衝撃を【{8}】付与（クエスト中1回まで）"
"1008611","10086","0","1","自身の防御力が【{2%}】上昇 / バトル開始時、自身に防御力を攻撃力に変換【{2%} / 永続】を付与（クエスト中1回まで）",""
"1008612","10086","0","2","自身の防御力が【{3.5%}】上昇 / バトル開始時、自身に防御力を攻撃力に変換【{3.5%} / 永続】を付与（クエスト中1回まで）",""
"1008613","10086","0","3","自身の防御力が【{5%}】上昇 / バトル開始時、自身に防御力を攻撃力に変換【{5%} / 永続】を付与（クエスト中1回まで）",""
"1008614","10086","0","4","自身の防御力が【{6.5%}】上昇 / バトル開始時、自身に防御力を攻撃力に変換【{6.5%} / 永続】を付与（クエスト中1回まで）",""
"1008615","10086","0","5","自身の防御力が【{9.5%}】上昇 / バトル開始時、自身に防御力を攻撃力に変換【{9.5%} / 永続】を付与（クエスト中1回まで）",""
"1008616","10086","0","6","自身の防御力が【{11%}】上昇 / バトル開始時、自身に防御力を攻撃力に変換【{11%} / 永続】を付与（クエスト中1回まで）",""
"1008617","10086","0","7","自身の防御力が【{12.5%}】上昇 / バトル開始時、自身に防御力を攻撃力に変換【{12.5%} / 永続】を付与（クエスト中1回まで）",""
"1008618","10086","0","8","自身の防御力が【{15.5%}】上昇 / バトル開始時、自身に防御力を攻撃力に変換【{15.5%} / 永続】を付与（クエスト中1回まで）",""
"1008619","10086","0","9","自身の防御力が【{17%}】上昇 / バトル開始時、自身に防御力を攻撃力に変換【{17%} / 永続】を付与（クエスト中1回まで）",""
"1008620","10086","0","10","自身の防御力が【{20%}】上昇 / バトル開始時、自身に防御力を攻撃力に変換【{20%} / 永続】を付与（クエスト中1回まで）",""
"1008701","10087","0","1","ダメージを受けたとき、【{7%}】の確率で自身に紋章：衝撃を【1】付与",""
"1008702","10087","0","2","ダメージを受けたとき、【{12.2%}】の確率で自身に紋章：衝撃を【1】付与",""
"1008703","10087","0","3","ダメージを受けたとき、【{17.5%}】の確率で自身に紋章：衝撃を【1】付与",""
"1008704","10087","0","4","ダメージを受けたとき、【{22.7%}】の確率で自身に紋章：衝撃を【1】付与",""
"1008705","10087","0","5","ダメージを受けたとき、【{33.2%}】の確率で自身に紋章：衝撃を【1】付与",""
"1008706","10087","0","6","データ未設計",""
"1008707","10087","0","7","データ未設計",""
"1008708","10087","0","8","データ未設計",""
"1008709","10087","0","9","データ未設計",""
"1008710","10087","0","10","データ未設計",""
"1008801","10088","0","1","味方全体の攻撃力が【{0.5%}】上昇 / バトル開始時、自身に紋章：衝撃を【10】付与（クエスト中1回まで）",""
"1008802","10088","0","2","味方全体の攻撃力が【{0.8%}】上昇 / バトル開始時、自身に紋章：衝撃を【10】付与（クエスト中1回まで）",""
"1008803","10088","0","3","味方全体の攻撃力が【{1.2%}】上昇 / バトル開始時、自身に紋章：衝撃を【10】付与（クエスト中1回まで）",""
"1008804","10088","0","4","味方全体の攻撃力が【{1.6%}】上昇 / バトル開始時、自身に紋章：衝撃を【10】付与（クエスト中1回まで）",""
"1008805","10088","0","5","味方全体の攻撃力が【{2.3%}】上昇 / バトル開始時、自身に紋章：衝撃を【10】付与（クエスト中1回まで）",""
"1008806","10088","0","6","味方全体の攻撃力が【{2.7%}】上昇 / バトル開始時、自身に紋章：衝撃を【10】付与（クエスト中1回まで）",""
"1008807","10088","0","7","味方全体の攻撃力が【{3.1%}】上昇 / バトル開始時、自身に紋章：衝撃を【10】付与（クエスト中1回まで）",""
"1008808","10088","0","8","味方全体の攻撃力が【{3.8%}】上昇 / バトル開始時、自身に紋章：衝撃を【10】付与（クエスト中1回まで）",""
"1008809","10088","0","9","味方全体の攻撃力が【{4.2%}】上昇 / バトル開始時、自身に紋章：衝撃を【10】付与（クエスト中1回まで）",""
"1008810","10088","0","10","味方全体の攻撃力が【{5%}】上昇 / バトル開始時、自身に紋章：衝撃を【10】付与（クエスト中1回まで）",""
"1008901","10089","0","1","自身のスキルチャージ効率が【{3%}】上昇 / 敵が戦闘不能になったとき、自身のスキルを【2％】チャージ / 25%の確率で、自身に紋章：衝撃を【1】付与",""
"1008902","10089","0","2","自身のスキルチャージ効率が【{5.2%}】上昇 / 敵が戦闘不能になったとき、自身のスキルを【2％】チャージ / 25%の確率で、自身に紋章：衝撃を【1】付与",""
"1008903","10089","0","3","自身のスキルチャージ効率が【{7.5%}】上昇 / 敵が戦闘不能になったとき、自身のスキルを【2％】チャージ / 25%の確率で、自身に紋章：衝撃を【1】付与",""
"1008904","10089","0","4","自身のスキルチャージ効率が【{9.7%}】上昇 / 敵が戦闘不能になったとき、自身のスキルを【2％】チャージ / 25%の確率で、自身に紋章：衝撃を【1】付与",""
"1008905","10089","0","5","自身のスキルチャージ効率が【{14.2%}】上昇 / 敵が戦闘不能になったとき、自身のスキルを【2％】チャージ / 25%の確率で、自身に紋章：衝撃を【1】付与",""
"1008906","10089","0","6","データ未設計",""
"1008907","10089","0","7","データ未設計",""
"1008908","10089","0","8","データ未設計",""
"1008909","10089","0","9","データ未設計",""
"1008910","10089","0","10","データ未設計",""
"1009001","10090","0","1","自身の会心率が【{10%}】上昇",""
"1009002","10090","0","2","自身の会心率が【{10.4%}】上昇",""
"1009003","10090","0","3","自身の会心率が【{10.8%}】上昇",""
"1009004","10090","0","4","自身の会心率が【{11.2%}】上昇",""
"1009005","10090","0","5","自身の会心率が【{12%}】上昇",""
"1009006","10090","0","6","自身の会心率が【{12.5%}】上昇",""
"1009007","10090","0","7","自身の会心率が【{12.9%}】上昇",""
"1009008","10090","0","8","自身の会心率が【{13.7%}】上昇",""
"1009009","10090","0","9","自身の会心率が【{14.1%}】上昇",""
"1009010","10090","0","10","自身の会心率が【{15%}】上昇",""
"1009101","10091","0","1","会心時、自身に攻撃力UP【{1%} / 15秒】を付与 / 自身に紋章：情熱を【1】付与",""
"1009102","10091","0","2","会心時、自身に攻撃力UP【{1.7%} / 15秒】を付与 / 自身に紋章：情熱を【1】付与",""
"1009103","10091","0","3","会心時、自身に攻撃力UP【{2.5%} / 15秒】を付与 / 自身に紋章：情熱を【1】付与",""
"1009104","10091","0","4","会心時、自身に攻撃力UP【{3.2%} / 15秒】を付与 / 自身に紋章：情熱を【1】付与",""
"1009105","10091","0","5","会心時、自身に攻撃力UP【{4.7%} / 15秒】を付与 / 自身に紋章：情熱を【1】付与",""
"1009106","10091","0","6","データ未設計",""
"1009107","10091","0","7","データ未設計",""
"1009108","10091","0","8","データ未設計",""
"1009109","10091","0","9","データ未設計",""
"1009110","10091","0","10","データ未設計",""
"1009201","10092","0","1","クエスト中、飛行して移動 / 自身の会心率が【{15%}】上昇",""
"1009202","10092","0","2","クエスト中、飛行して移動 / 自身の会心率が【{15.8%}】上昇",""
"1009203","10092","0","3","クエスト中、飛行して移動 / 自身の会心率が【{16.6%}】上昇",""
"1009204","10092","0","4","クエスト中、飛行して移動 / 自身の会心率が【{17.5%}】上昇",""
"1009205","10092","0","5","クエスト中、飛行して移動 / 自身の会心率が【{19.1%}】上昇",""
"1009206","10092","0","6","クエスト中、飛行して移動 / 自身の会心率が【{20%}】上昇",""
"1009207","10092","0","7","クエスト中、飛行して移動 / 自身の会心率が【{20.8%}】上昇",""
"1009208","10092","0","8","クエスト中、飛行して移動 / 自身の会心率が【{22.5%}】上昇",""
"1009209","10092","0","9","クエスト中、飛行して移動 / 自身の会心率が【{23.3%}】上昇",""
"1009210","10092","0","10","クエスト中、飛行して移動 / 自身の会心率が【{25%}】上昇",""
"1009211","10092","1","1","クエスト中、飛行して移動 / 自身の会心率が【{15%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1009212","10092","1","2","クエスト中、飛行して移動 / 自身の会心率が【{15.8%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1009213","10092","1","3","クエスト中、飛行して移動 / 自身の会心率が【{16.6%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1009214","10092","1","4","クエスト中、飛行して移動 / 自身の会心率が【{17.5%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1009215","10092","1","5","クエスト中、飛行して移動 / 自身の会心率が【{19.1%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1009216","10092","1","6","クエスト中、飛行して移動 / 自身の会心率が【{20%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1009217","10092","1","7","クエスト中、飛行して移動 / 自身の会心率が【{20.8%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1009218","10092","1","8","クエスト中、飛行して移動 / 自身の会心率が【{22.5%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1009219","10092","1","9","クエスト中、飛行して移動 / 自身の会心率が【{23.3%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1009220","10092","1","10","クエスト中、飛行して移動 / 自身の会心率が【{25%}】上昇","自身のスキルチャージ効率が【{5%}】上昇"
"1009221","10092","2","1","クエスト中、飛行して移動 / 自身の会心率が【{15%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1009222","10092","2","2","クエスト中、飛行して移動 / 自身の会心率が【{15.8%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1009223","10092","2","3","クエスト中、飛行して移動 / 自身の会心率が【{16.6%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1009224","10092","2","4","クエスト中、飛行して移動 / 自身の会心率が【{17.5%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1009225","10092","2","5","クエスト中、飛行して移動 / 自身の会心率が【{19.1%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1009226","10092","2","6","クエスト中、飛行して移動 / 自身の会心率が【{20%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1009227","10092","2","7","クエスト中、飛行して移動 / 自身の会心率が【{20.8%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1009228","10092","2","8","クエスト中、飛行して移動 / 自身の会心率が【{22.5%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1009229","10092","2","9","クエスト中、飛行して移動 / 自身の会心率が【{23.3%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1009230","10092","2","10","クエスト中、飛行して移動 / 自身の会心率が【{25%}】上昇","自身のスキルチャージ効率が【{9.5%}】上昇"
"1009301","10093","0","1","会心時、自身に攻撃力UP【{0.8%}】を付与【累積 / 最大40％】",""
"1009302","10093","0","2","会心時、自身に攻撃力UP【{1.4%}】を付与【累積 / 最大40％】",""
"1009303","10093","0","3","会心時、自身に攻撃力UP【{2%}】を付与【累積 / 最大40％】",""
"1009304","10093","0","4","会心時、自身に攻撃力UP【{2.6%}】を付与【累積 / 最大40％】",""
"1009305","10093","0","5","会心時、自身に攻撃力UP【{3.8%}】を付与【累積 / 最大40％】",""
"1009306","10093","0","6","会心時、自身に攻撃力UP【{4.4%}】を付与【累積 / 最大40％】",""
"1009307","10093","0","7","会心時、自身に攻撃力UP【{5%}】を付与【累積 / 最大40％】",""
"1009308","10093","0","8","会心時、自身に攻撃力UP【{6.2%}】を付与【累積 / 最大40％】",""
"1009309","10093","0","9","会心時、自身に攻撃力UP【{6.8%}】を付与【累積 / 最大40％】",""
"1009310","10093","0","10","会心時、自身に攻撃力UP【{8%}】を付与【累積 / 最大40％】",""
"1009311","10093","1","1","会心時、自身に攻撃力UP【{0.8%}】を付与【累積 / 最大40％】","自身の会心ダメージが【{12.5％}】上昇"
"1009312","10093","1","2","会心時、自身に攻撃力UP【{1.4%}】を付与【累積 / 最大40％】","自身の会心ダメージが【{12.5％}】上昇"
"1009313","10093","1","3","会心時、自身に攻撃力UP【{2%}】を付与【累積 / 最大40％】","自身の会心ダメージが【{12.5％}】上昇"
"1009314","10093","1","4","会心時、自身に攻撃力UP【{2.6%}】を付与【累積 / 最大40％】","自身の会心ダメージが【{12.5％}】上昇"
"1009315","10093","1","5","会心時、自身に攻撃力UP【{3.8%}】を付与【累積 / 最大40％】","自身の会心ダメージが【{12.5％}】上昇"
"1009316","10093","1","6","会心時、自身に攻撃力UP【{4.4%}】を付与【累積 / 最大40％】","自身の会心ダメージが【{12.5％}】上昇"
"1009317","10093","1","7","会心時、自身に攻撃力UP【{5%}】を付与【累積 / 最大40％】","自身の会心ダメージが【{12.5％}】上昇"
"1009318","10093","1","8","会心時、自身に攻撃力UP【{6.2%}】を付与【累積 / 最大40％】","自身の会心ダメージが【{12.5％}】上昇"
"1009319","10093","1","9","会心時、自身に攻撃力UP【{6.8%}】を付与【累積 / 最大40％】","自身の会心ダメージが【{12.5％}】上昇"
"1009320","10093","1","10","会心時、自身に攻撃力UP【{8%}】を付与【累積 / 最大40％】","自身の会心ダメージが【{12.5％}】上昇"
