"CharacterId","SkillType","SkillLevel","DamageEventCount","DamagePercentValues","DamagePercentRawSum","FirstDamagePercent","HitCountValues","TargetCountValues","AllKeys"
"103701000G","chainSkillValues","5","1","0","0","0","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"103701000G","chainSkillValues","6","1","0","0","0","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"103701000G","chainSkillValues","7","1","0","0","0","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"103701000G","chainSkillValues","8","1","0","0","0","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"103701000G","chainSkillValues","9","1","0","0","0","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"103701000G","chainSkillValues","10","1","0","0","0","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"103801000G","actionSkillValues","1","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","actionSkillValues","2","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","actionSkillValues","3","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","actionSkillValues","4","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","actionSkillValues","5","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","actionSkillValues","6","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","actionSkillValues","7","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","actionSkillValues","8","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","actionSkillValues","9","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","actionSkillValues","10","0","","0","","","1|1|1|1","PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","chainSkillValues","1","0","","0","","","1|1|1|1","PRJCTL.THROW.ABNORMAL.APPLY_PROBABILITY|PRJCTL.THROW.ABNORMAL.DURATION|PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","chainSkillValues","2","0","","0","","","1|1|1|1","PRJCTL.THROW.ABNORMAL.APPLY_PROBABILITY|PRJCTL.THROW.ABNORMAL.DURATION|PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","chainSkillValues","3","0","","0","","","1|1|1|1","PRJCTL.THROW.ABNORMAL.APPLY_PROBABILITY|PRJCTL.THROW.ABNORMAL.DURATION|PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","chainSkillValues","4","0","","0","","","1|1|1|1","PRJCTL.THROW.ABNORMAL.APPLY_PROBABILITY|PRJCTL.THROW.ABNORMAL.DURATION|PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","chainSkillValues","5","0","","0","","","1|1|1|1","PRJCTL.THROW.ABNORMAL.APPLY_PROBABILITY|PRJCTL.THROW.ABNORMAL.DURATION|PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","chainSkillValues","6","0","","0","","","1|1|1|1","PRJCTL.THROW.ABNORMAL.APPLY_PROBABILITY|PRJCTL.THROW.ABNORMAL.DURATION|PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","chainSkillValues","7","0","","0","","","1|1|1|1","PRJCTL.THROW.ABNORMAL.APPLY_PROBABILITY|PRJCTL.THROW.ABNORMAL.DURATION|PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","chainSkillValues","8","0","","0","","","1|1|1|1","PRJCTL.THROW.ABNORMAL.APPLY_PROBABILITY|PRJCTL.THROW.ABNORMAL.DURATION|PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","chainSkillValues","9","0","","0","","","1|1|1|1","PRJCTL.THROW.ABNORMAL.APPLY_PROBABILITY|PRJCTL.THROW.ABNORMAL.DURATION|PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103801000G","chainSkillValues","10","0","","0","","","1|1|1|1","PRJCTL.THROW.ABNORMAL.APPLY_PROBABILITY|PRJCTL.THROW.ABNORMAL.DURATION|PRJCTL.THROW.DAMAGE.DAMAGE_FIRST_PERCENT|PRJCTL.THROW.DAMAGE.DAMAGE_PERCENT|PRJCTL.THROW.DAMAGE.HIT_COUNT|PRJCTL.THROW.TARGET_COUNT|PRJCTL.THROW_COUNT"
"103901000G","actionSkillValues","1","0","","0","","","","RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","actionSkillValues","2","0","","0","","","","RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","actionSkillValues","3","0","","0","","","","RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","actionSkillValues","4","0","","0","","","","RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","actionSkillValues","5","0","","0","","","","RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","actionSkillValues","6","0","","0","","","","RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","actionSkillValues","7","0","","0","","","","RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","actionSkillValues","8","0","","0","","","","RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","actionSkillValues","9","0","","0","","","","RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","actionSkillValues","10","0","","0","","","","RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","chainSkillValues","1","0","","0","","","","IMPACT.RECOVER.HEAL_PERCENT|IMPACT.RECOVER.MAX_HEAL|RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","chainSkillValues","2","0","","0","","","","IMPACT.RECOVER.HEAL_PERCENT|IMPACT.RECOVER.MAX_HEAL|RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","chainSkillValues","3","0","","0","","","","IMPACT.RECOVER.HEAL_PERCENT|IMPACT.RECOVER.MAX_HEAL|RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","chainSkillValues","4","0","","0","","","","IMPACT.RECOVER.HEAL_PERCENT|IMPACT.RECOVER.MAX_HEAL|RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","chainSkillValues","5","0","","0","","","","IMPACT.RECOVER.HEAL_PERCENT|IMPACT.RECOVER.MAX_HEAL|RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","chainSkillValues","6","0","","0","","","","IMPACT.RECOVER.HEAL_PERCENT|IMPACT.RECOVER.MAX_HEAL|RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","chainSkillValues","7","0","","0","","","","IMPACT.RECOVER.HEAL_PERCENT|IMPACT.RECOVER.MAX_HEAL|RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","chainSkillValues","8","0","","0","","","","IMPACT.RECOVER.HEAL_PERCENT|IMPACT.RECOVER.MAX_HEAL|RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","chainSkillValues","9","0","","0","","","","IMPACT.RECOVER.HEAL_PERCENT|IMPACT.RECOVER.MAX_HEAL|RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"103901000G","chainSkillValues","10","0","","0","","","","IMPACT.RECOVER.HEAL_PERCENT|IMPACT.RECOVER.MAX_HEAL|RECOVER.HEAL_PERCENT|RECOVER.MAX_HEAL"
"104001000G","actionSkillValues","1","1","40","40","40","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","actionSkillValues","2","1","47.6","47.6","47.6","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","actionSkillValues","3","1","55.2","55.2","55.2","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","actionSkillValues","4","1","62.8","62.8","62.8","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","actionSkillValues","5","1","70.4","70.4","70.4","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","actionSkillValues","6","1","72.3","72.3","72.3","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","actionSkillValues","7","1","74.2","74.2","74.2","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","actionSkillValues","8","1","76.1","76.1","76.1","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","actionSkillValues","9","1","78","78","78","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","actionSkillValues","10","1","80","80","80","1","","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","chainSkillValues","1","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","chainSkillValues","2","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","chainSkillValues","3","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","chainSkillValues","4","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","chainSkillValues","5","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","chainSkillValues","6","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","chainSkillValues","7","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","chainSkillValues","8","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","chainSkillValues","9","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104001000G","chainSkillValues","10","0","","0","","","","IMPACTFAILED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTFAILED.DAMAGE.DAMAGE_PERCENT|IMPACTFAILED.DAMAGE.HIT_COUNT|IMPACTSUCCEED.DAMAGE.DAMAGE_FIRST_PERCENT|IMPACTSUCCEED.DAMAGE.DAMAGE_PERCENT|IMPACTSUCCEED.DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH"
"104101000G","actionSkillValues","1","4","25|25|25|75","150","25","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","actionSkillValues","2","4","29.8|29.8|29.8|89.3","178.7","29.8","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","actionSkillValues","3","4","34.5|34.5|34.5|103.5","207","34.5","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","actionSkillValues","4","4","39.3|39.3|39.3|117.8","235.7","39.3","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","actionSkillValues","5","4","44|44|44|132","264","44","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","actionSkillValues","6","4","45.2|45.2|45.2|135.6","271.2","45.2","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","actionSkillValues","7","4","46.4|46.4|46.4|139.1","278.3","46.4","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","actionSkillValues","8","4","47.6|47.6|47.6|142.7","285.5","47.6","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","actionSkillValues","9","4","48.7|48.7|48.7|146.2","292.3","48.7","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","actionSkillValues","10","4","50|50|50|150","300","50","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","chainSkillValues","1","4","29.2|29.2|29.2|75","162.6","29.2","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.DEFENCEDOWN.DURATION|IMPACT.DEFENCEDOWN.RATE_PERCENT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","chainSkillValues","2","4","34.7|34.7|34.7|89.3","193.4","34.7","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.DEFENCEDOWN.DURATION|IMPACT.DEFENCEDOWN.RATE_PERCENT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","chainSkillValues","3","4","40.3|40.3|40.3|103.5","224.4","40.3","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.DEFENCEDOWN.DURATION|IMPACT.DEFENCEDOWN.RATE_PERCENT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","chainSkillValues","4","4","45.8|45.8|45.8|117.8","255.2","45.8","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.DEFENCEDOWN.DURATION|IMPACT.DEFENCEDOWN.RATE_PERCENT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","chainSkillValues","5","4","51.4|51.4|51.4|132","286.2","51.4","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.DEFENCEDOWN.DURATION|IMPACT.DEFENCEDOWN.RATE_PERCENT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","chainSkillValues","6","4","52.8|52.8|52.8|135.6","294","52.8","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.DEFENCEDOWN.DURATION|IMPACT.DEFENCEDOWN.RATE_PERCENT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","chainSkillValues","7","4","54.1|54.1|54.1|139.1","301.4","54.1","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.DEFENCEDOWN.DURATION|IMPACT.DEFENCEDOWN.RATE_PERCENT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","chainSkillValues","8","4","55.5|55.5|55.5|142.7","309.2","55.5","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.DEFENCEDOWN.DURATION|IMPACT.DEFENCEDOWN.RATE_PERCENT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","chainSkillValues","9","4","56.9|56.9|56.9|146.2","316.9","56.9","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.DEFENCEDOWN.DURATION|IMPACT.DEFENCEDOWN.RATE_PERCENT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104101000G","chainSkillValues","10","4","58.3|58.3|58.3|150","324.9","58.3","1|1|1|1","1|1|1|1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|IMPACT.DEFENCEDOWN.DURATION|IMPACT.DEFENCEDOWN.RATE_PERCENT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104201000G","actionSkillValues","1","1","150","150","150","1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104201000G","actionSkillValues","2","1","178.5","178.5","178.5","1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104201000G","actionSkillValues","3","1","207","207","207","1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104201000G","actionSkillValues","4","1","235.5","235.5","235.5","1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104201000G","actionSkillValues","5","1","264","264","264","1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104201000G","actionSkillValues","6","1","271.1","271.1","271.1","1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104201000G","actionSkillValues","7","1","278.2","278.2","278.2","1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104201000G","actionSkillValues","8","1","285.3","285.3","285.3","1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
"104201000G","actionSkillValues","9","1","292.4","292.4","292.4","1","1","DAMAGE.DAMAGE_FIRST_PERCENT|DAMAGE.DAMAGE_PERCENT|DAMAGE.HIT_COUNT|KNOCKBACK.STRENGTH|TARGET_COUNT"
